"year","league","club","sum_in","sum_out"
"2006","dutch_eredivisie","PSV Eindhoven","14.451","9.405"
"2006","dutch_eredivisie","RKC Waalwijk","0.675","2.732"
"2006","dutch_eredivisie","Roda JC Kerkrade","0.36","9.86"
"2006","dutch_eredivisie","SBV Excelsior Rotterdam","0","0"
"2006","dutch_eredivisie","SC Heerenveen","7.434","0.293"
"2006","dutch_eredivisie","Sparta Rotterdam","0.18","0.675"
"2006","dutch_eredivisie","Vitesse Arnhem","2.61","0.18"
"2006","dutch_eredivisie","Willem II Tilburg","0.045","5.175"
"2006","russian_premier_liga","Amkar Perm","1.035","0"
"2006","russian_premier_liga","CSKA Moscow","8.69","4.455"
"2006","russian_premier_liga","Dinamo Moscow","0","19.688"
"2006","russian_premier_liga","FK Khimki","0.946","0.293"
"2006","russian_premier_liga","FK Moskau","4.23","1.35"
"2006","russian_premier_liga","FK Rostov","1.125","0.068"
"2006","russian_premier_liga","Krylya Sovetov Samara","0.059","0.27"
"2006","russian_premier_liga","Kuban Krasnodar","3.087","0"
"2006","russian_premier_liga","Lokomotiv Moscow","14.4","1.89"
"2006","russian_premier_liga","Luch Vladivostok","0.374","0.203"
"2006","russian_premier_liga","Rubin Kazan","6.08","6.705"
"2006","russian_premier_liga","Saturn Ramenskoe","3.6","5.67"
"2006","russian_premier_liga","Spartak Moscow","4.05","8.622"
"2006","russian_premier_liga","Spartak Nalchik","0.522","0.063"
"2006","russian_premier_liga","Tom Tomsk","1.035","5.463"
"2006","russian_premier_liga","Zenit St. Petersburg","35.195","6.278"
"2007","english_premier_league","Arsenal FC","27.86","51.391"
"2007","english_premier_league","Aston Villa","22.41","16.11"
"2007","english_premier_league","Birmingham City","26.38","7.633"
"2007","english_premier_league","Blackburn Rovers","5.58","3.583"
"2007","english_premier_league","Bolton Wanderers","20.125","19.77"
"2007","english_premier_league","Chelsea FC","53.1","39.285"
"2007","english_premier_league","Derby County","20.413","4.717"
"2007","english_premier_league","Everton FC","33.795","14.22"
"2007","english_premier_league","Fulham FC","44.497","17.56"
"2007","english_premier_league","Liverpool FC","81.635","40.734"
"2007","english_premier_league","Manchester City","70.16","9.507"
"2007","english_premier_league","Manchester United","93.15","41.94"
"2007","english_premier_league","Middlesbrough FC","45.545","27.208"
"2007","english_premier_league","Newcastle United","34.07","28.035"
"2007","english_premier_league","Portsmouth FC","52.777","21.038"
"2007","english_premier_league","Reading FC","10.89","5.13"
"2007","english_premier_league","Sunderland AFC","57.9","2.88"
"2007","english_premier_league","Tottenham Hotspur","84.74","20.296"
"2007","english_premier_league","West Ham United","41.95","36.9"
"2007","english_premier_league","Wigan Athletic","16.11","16.04"
"2007","spanish_primera_division","Athletic Bilbao","11.97","0.9"
"2007","spanish_primera_division","Atlético Madrid","72.45","46.89"
"2007","spanish_primera_division","CA Osasuna","9.05","21.51"
"2007","spanish_primera_division","Deportivo de La Coruña","7.155","19.8"
"2007","spanish_primera_division","FC Barcelona","61.65","12.6"
"2007","spanish_primera_division","Getafe CF","16.2","11.7"
"2007","spanish_primera_division","Levante UD","4.77","0.9"
"2007","spanish_primera_division","Racing Santander","11.862","15.206"
"2007","spanish_primera_division","RCD Espanyol Barcelona","4.59","6.17"
"2007","spanish_primera_division","RCD Mallorca","6.75","10.773"
"2007","spanish_primera_division","Real Betis Balompié","21.87","1.1"
"2007","spanish_primera_division","Real Madrid","106.2","38.16"
"2007","spanish_primera_division","Real Murcia CF","8.757","1.98"
"2007","spanish_primera_division","Real Valladolid CF","1.71","0"
"2007","spanish_primera_division","Real Zaragoza","25.92","22.77"
"2007","spanish_primera_division","Recreativo Huelva","7.686","1.08"
"2007","spanish_primera_division","Sevilla FC","26.1","18.99"
"2007","spanish_primera_division","UD Almería","8.775","0"
"2007","spanish_primera_division","Valencia CF","64.935","6.84"
"2007","spanish_primera_division","Villarreal CF","36","40.005"
"2007","german_bundesliga_1","1.FC Nuremberg","4.86","5.715"
"2007","german_bundesliga_1","Arminia Bielefeld","1.665","3.173"
"2007","german_bundesliga_1","Bayer 04 Leverkusen","13.14","6.678"
"2007","german_bundesliga_1","Bayern Munich","83.88","32.535"
"2007","german_bundesliga_1","Borussia Dortmund","9.635","4.752"
"2007","german_bundesliga_1","Eintracht Frankfurt","6.84","4.275"
"2007","german_bundesliga_1","FC Energie Cottbus","2.925","5.343"
"2007","german_bundesliga_1","FC Hansa Rostock","0.63","0"
"2007","german_bundesliga_1","FC Schalke 04","16.02","13.055"
"2007","german_bundesliga_1","Hamburger SV","11.025","8.019"
"2007","german_bundesliga_1","Hannover 96","8.64","0.905"
"2007","german_bundesliga_1","Hertha BSC","15.62","16.92"
"2007","german_bundesliga_1","Karlsruher SC","0.81","0"
"2007","german_bundesliga_1","MSV Duisburg","3.6","0.676"
"2007","german_bundesliga_1","SV Werder Bremen","23.49","20.709"
"2007","german_bundesliga_1","VfB Stuttgart","9.63","3.33"
"2007","german_bundesliga_1","VfL Bochum","4.32","4.23"
"2007","german_bundesliga_1","VfL Wolfsburg","27.645","12.969"
"2007","italian_serie_a","AC Milan","26.1","10.269"
"2007","italian_serie_a","AC Siena","11.39","3.038"
"2007","italian_serie_a","ACF Fiorentina","31.19","35.515"
"2007","italian_serie_a","AS Livorno","10.139","10.54"
"2007","italian_serie_a","AS Roma","49.14","20.647"
"2007","italian_serie_a","Atalanta BC","3.645","10.125"
"2007","italian_serie_a","Cagliari Calcio","10.161","15.3"
"2007","italian_serie_a","Calcio Catania","5.752","4.59"
"2007","italian_serie_a","FC Empoli","1.328","10.26"
"2007","italian_serie_a","FC Internazionale","37.62","12.816"
"2007","italian_serie_a","Genoa CFC","13.1","6.804"
"2007","italian_serie_a","Juventus FC","62.505","30.273"
"2007","italian_serie_a","Parma FC","14.31","3.78"
"2007","italian_serie_a","Reggina Calcio","5.76","16.2"
"2007","italian_serie_a","SS Lazio","7.055","3.173"
"2007","italian_serie_a","SSC Napoli","39.67","0.554"
"2007","italian_serie_a","Torino FC","11.439","2.93"
"2007","italian_serie_a","UC Sampdoria","11.67","16.52"
"2007","italian_serie_a","Udinese Calcio","19.963","27.105"
"2007","italian_serie_a","US Palermo","24.165","18.573"
"2007","french_ligue_1","AJ Auxerre","12.51","33.03"
"2007","french_ligue_1","AS Monaco","18.36","19.62"
"2007","french_ligue_1","AS Nancy-Lorraine","0","4.185"
"2007","french_ligue_1","AS Saint-Étienne","18.27","16.965"
"2007","french_ligue_1","FC Girondins Bordeaux","18.72","17.105"
"2007","french_ligue_1","FC Lorient","2.565","4.05"
"2007","french_ligue_1","FC Metz","0.54","0"
"2007","french_ligue_1","FC Sochaux-Montbéliard","6.3","10.17"
"2007","french_ligue_1","FC Toulouse","7.38","2.16"
"2007","french_ligue_1","Le Mans Union Club 72","5.4","12.825"
"2007","french_ligue_1","LOSC Lille","6.12","36.315"
"2007","french_ligue_1","OGC Nice","1.98","7.65"
"2007","french_ligue_1","Olympique Lyon","44.46","57.15"
"2007","french_ligue_1","Olympique Marseille","27","35.01"
"2007","french_ligue_1","Paris Saint-Germain","18.45","13.32"
"2007","french_ligue_1","RC Lens","21.33","17.145"
"2007","french_ligue_1","RC Strasbourg Alsace","1.215","1.215"
"2007","french_ligue_1","SM Caen","2.79","0.36"
"2007","french_ligue_1","Stade Rennais FC","10.395","21.78"
"2007","french_ligue_1","Valenciennes FC","4.05","0.99"
"2007","english_championship","Barnsley FC","3.456","0.252"
"2007","english_championship","Blackpool FC","0.361","0.054"
"2007","english_championship","Bristol City","3.777","0.121"
"2007","english_championship","Burnley FC","1.216","3.695"
"2007","english_championship","Cardiff City","0","10.305"
"2007","english_championship","Charlton Athletic","12.195","36.096"
"2007","english_championship","Colchester United","1.892","1.126"
"2007","english_championship","Coventry City","1.842","0.293"
"2007","english_championship","Crystal Palace","1.486","4.718"
"2007","english_championship","Hull City","2.813","1.502"
"2007","english_championship","Ipswich Town","3.915","0.99"
"2007","english_championship","Leicester City","7.796","1.269"
"2007","english_championship","Norwich City","2.025","9.155"
"2007","english_championship","Plymouth Argyle","2.363","6.751"
"2007","english_championship","Preston North End","5.47","9.843"
"2007","english_championship","Queens Park Rangers","8.94","3.448"
"2007","english_championship","Scunthorpe United","0.41","2.768"
"2007","english_championship","Sheffield United","9.495","14.9"
"2007","english_championship","Sheffield Wednesday","1.157","4.388"
"2007","english_championship","Southampton FC","2.81","27.819"
"2007","english_championship","Stoke City","6.251","6.649"
"2007","english_championship","Watford FC","9.386","8.371"
"2007","english_championship","West Bromwich Albion","20.026","29.035"
"2007","english_championship","Wolverhampton Wanderers","6.761","0.383"
"2007","portugese_liga_nos","Académica Coimbra","0","1.98"
"2007","portugese_liga_nos","Belenenses SAD","0.27","6.323"
"2007","portugese_liga_nos","Boavista Porto FC","0.68","3.694"
"2007","portugese_liga_nos","CD Nacional","0","1.665"
"2007","portugese_liga_nos","CF Estrela Amadora","0.135","0.585"
"2007","portugese_liga_nos","CS Marítimo","0.126","0"
"2007","portugese_liga_nos","FC Paços de Ferreira","0","0.63"
"2007","portugese_liga_nos","FC Porto","16.443","64.215"
"2007","portugese_liga_nos","Leixões SC","0","0"
"2007","portugese_liga_nos","Naval 1º de Maio","0.432","0.9"
"2007","portugese_liga_nos","SC Braga","2.16","1.17"
"2007","portugese_liga_nos","SL Benfica","35.25","48.803"
"2007","portugese_liga_nos","Sporting CP","9.4","29.88"
"2007","portugese_liga_nos","União de Leiria","0","1.08"
"2007","portugese_liga_nos","Vitória Guimarães SC","0.351","2.97"
"2007","portugese_liga_nos","Vitória Setúbal FC","0","0.135"
"2007","dutch_eredivisie","Ajax Amsterdam","23.423","47.03"
"2007","dutch_eredivisie","AZ Alkmaar","31.56","13.46"
"2007","dutch_eredivisie","De Graafschap Doetinchem","0","0.54"
"2007","dutch_eredivisie","FC Groningen","6.75","15.26"
"2007","dutch_eredivisie","FC Twente Enschede","0.18","1.17"
"2007","dutch_eredivisie","FC Utrecht","1.44","0"
"2007","dutch_eredivisie","Feyenoord Rotterdam","12.6","17.1"
"2007","dutch_eredivisie","Heracles Almelo","0.72","0"
"2007","dutch_eredivisie","NAC Breda","0.522","1.598"
"2007","dutch_eredivisie","NEC Nijmegen","0","1.8"
"2007","dutch_eredivisie","PSV Eindhoven","16.74","20.7"
"2007","dutch_eredivisie","Roda JC Kerkrade","0.837","0.45"
"2007","dutch_eredivisie","SBV Excelsior Rotterdam","0","0"
"2007","dutch_eredivisie","SC Heerenveen","7.97","22.86"
"2007","dutch_eredivisie","Sparta Rotterdam","0","0.945"
"2007","dutch_eredivisie","Vitesse Arnhem","0.383","5.535"
"2007","dutch_eredivisie","VVV-Venlo","0.18","0.207"
"2007","dutch_eredivisie","Willem II Tilburg","0.585","6.93"
"2007","russian_premier_liga","Amkar Perm","0.248","1.35"
"2007","russian_premier_liga","CSKA Moscow","13.615","4.995"
"2007","russian_premier_liga","Dinamo Moscow","11.745","0.27"
"2007","russian_premier_liga","FK Khimki","2.301","2.52"
"2007","russian_premier_liga","FK Moskau","8.55","2.925"
"2007","russian_premier_liga","Krylya Sovetov Samara","7.2","2.115"
"2007","russian_premier_liga","Lokomotiv Moscow","17.83","21.825"
"2007","russian_premier_liga","Luch Vladivostok","0.644","0.36"
"2007","russian_premier_liga","Rubin Kazan","17.595","2.475"
"2007","russian_premier_liga","Saturn Ramenskoe","8.82","1.8"
"2007","russian_premier_liga","Shinnik Yaroslavl","0.765","0.27"
"2007","russian_premier_liga","Spartak Moscow","12.375","5.76"
"2007","russian_premier_liga","Spartak Nalchik","0.495","3.6"
"2007","russian_premier_liga","Terek Grozny","2.52","0.945"
"2007","russian_premier_liga","Tom Tomsk","0.855","0.315"
"2007","russian_premier_liga","Zenit St. Petersburg","8.28","9.315"
"2008","english_premier_league","Arsenal FC","36.135","23.22"
"2008","english_premier_league","Aston Villa","50.31","6.773"
"2008","english_premier_league","Blackburn Rovers","10.512","23.85"
"2008","english_premier_league","Bolton Wanderers","21.33","9.788"
"2008","english_premier_league","Chelsea FC","27.45","40.1"
"2008","english_premier_league","Everton FC","22.573","11.97"
"2008","english_premier_league","Fulham FC","24.17","14.695"
"2008","english_premier_league","Hull City","16.151","0"
"2008","english_premier_league","Liverpool FC","64.305","41.355"
"2008","english_premier_league","Manchester City","141.62","23.855"
"2008","english_premier_league","Manchester United","40.725","6.705"
"2008","english_premier_league","Middlesbrough FC","11.52","7.848"
"2008","english_premier_league","Newcastle United","31.66","37.26"
"2008","english_premier_league","Portsmouth FC","25.385","48.74"
"2008","english_premier_league","Stoke City","30.555","0.689"
"2008","english_premier_league","Sunderland AFC","29.799","10.04"
"2008","english_premier_league","Tottenham Hotspur","128.21","79.25"
"2008","english_premier_league","West Bromwich Albion","21.893","9.225"
"2008","english_premier_league","West Ham United","14.4","61.947"
"2008","english_premier_league","Wigan Athletic","21.69","21.78"
"2008","spanish_primera_division","Athletic Bilbao","0.27","5.4"
"2008","spanish_primera_division","Atlético Madrid","23.85","3.11"
"2008","spanish_primera_division","CA Osasuna","4.545","4.275"
"2008","spanish_primera_division","CD Numancia","0.27","1.8"
"2008","spanish_primera_division","Deportivo de La Coruña","8.28","18.16"
"2008","spanish_primera_division","FC Barcelona","86.4","49.136"
"2008","spanish_primera_division","Getafe CF","15.75","7.2"
"2008","spanish_primera_division","Málaga CF","0.99","0"
"2008","spanish_primera_division","Racing Santander","3.42","15.75"
"2008","spanish_primera_division","RCD Espanyol Barcelona","12.87","16.74"
"2008","spanish_primera_division","RCD Mallorca","9.207","29.16"
"2008","spanish_primera_division","Real Betis Balompié","30.78","10.35"
"2008","spanish_primera_division","Real Madrid","73.98","62.37"
"2008","spanish_primera_division","Real Valladolid CF","1.125","4.95"
"2008","spanish_primera_division","Recreativo Huelva","4.496","12.87"
"2008","spanish_primera_division","Sevilla FC","33.93","54.5"
"2008","spanish_primera_division","Sporting Gijón","0.09","0"
"2008","spanish_primera_division","UD Almería","13.05","7.2"
"2008","spanish_primera_division","Valencia CF","5.94","10.08"
"2008","spanish_primera_division","Villarreal CF","22.86","22.05"
"2008","german_bundesliga_1","1. FC Köln","6.435","0.675"
"2008","german_bundesliga_1","Arminia Bielefeld","2.88","1.644"
"2008","german_bundesliga_1","Bayer 04 Leverkusen","9.225","3.6"
"2008","german_bundesliga_1","Bayern Munich","0","9.81"
"2008","german_bundesliga_1","Borussia Dortmund","12.38","11.075"
"2008","german_bundesliga_1","Borussia Mönchengladbach","8.145","0.603"
"2008","german_bundesliga_1","Eintracht Frankfurt","5.985","0.918"
"2008","german_bundesliga_1","FC Energie Cottbus","2.34","0.648"
"2008","german_bundesliga_1","FC Schalke 04","14.175","8.1"
"2008","german_bundesliga_1","Hamburger SV","31.01","40.68"
"2008","german_bundesliga_1","Hannover 96","5.76","2.822"
"2008","german_bundesliga_1","Hertha BSC","5.76","2.61"
"2008","german_bundesliga_1","Karlsruher SC","1.71","2.615"
"2008","german_bundesliga_1","SV Werder Bremen","5.22","3.06"
"2008","german_bundesliga_1","TSG 1899 Hoffenheim","10.755","0.113"
"2008","german_bundesliga_1","VfB Stuttgart","8.64","11.79"
"2008","german_bundesliga_1","VfL Bochum","4.275","0.007"
"2008","german_bundesliga_1","VfL Wolfsburg","29.79","4.077"
"2008","italian_serie_a","AC Milan","61.48","42.49"
"2008","italian_serie_a","AC Siena","14.77","8.415"
"2008","italian_serie_a","ACF Fiorentina","42.93","16.38"
"2008","italian_serie_a","AS Roma","28.845","16.205"
"2008","italian_serie_a","Atalanta BC","13.905","12.51"
"2008","italian_serie_a","Bologna FC 1909","21.96","4.595"
"2008","italian_serie_a","Cagliari Calcio","17.105","1.035"
"2008","italian_serie_a","Calcio Catania","4.95","11.07"
"2008","italian_serie_a","Chievo Verona","3.15","1.35"
"2008","italian_serie_a","FC Internazionale","58.86","6.84"
"2008","italian_serie_a","Genoa CFC","49.779","32.1"
"2008","italian_serie_a","Juventus FC","36.455","28.53"
"2008","italian_serie_a","Reggina Calcio","6.62","9.16"
"2008","italian_serie_a","SS Lazio","21.87","11.43"
"2008","italian_serie_a","SSC Napoli","27.505","9.59"
"2008","italian_serie_a","Torino FC","19.98","9.9"
"2008","italian_serie_a","UC Sampdoria","32.571","8.37"
"2008","italian_serie_a","Udinese Calcio","18.09","31.41"
"2008","italian_serie_a","US Lecce","8.19","2.205"
"2008","italian_serie_a","US Palermo","47.8","57.555"
"2008","french_ligue_1","AC Le Havre","0.36","2.7"
"2008","french_ligue_1","AJ Auxerre","7.56","3.06"
"2008","french_ligue_1","AS Monaco","4.68","20.385"
"2008","french_ligue_1","AS Nancy-Lorraine","9.45","13.86"
"2008","french_ligue_1","AS Saint-Étienne","8.55","9.9"
"2008","french_ligue_1","FC Girondins Bordeaux","7.11","2.25"
"2008","french_ligue_1","FC Lorient","2.7","0"
"2008","french_ligue_1","FC Nantes","7.74","5.94"
"2008","french_ligue_1","FC Sochaux-Montbéliard","5.895","5.22"
"2008","french_ligue_1","FC Toulouse","8.82","20.25"
"2008","french_ligue_1","Grenoble Foot 38","1.328","0.18"
"2008","french_ligue_1","Le Mans Union Club 72","12.87","20.34"
"2008","french_ligue_1","LOSC Lille","16.65","18.27"
"2008","french_ligue_1","OGC Nice","18.225","32.31"
"2008","french_ligue_1","Olympique Lyon","52.02","30.6"
"2008","french_ligue_1","Olympique Marseille","32.328","21.285"
"2008","french_ligue_1","Paris Saint-Germain","9.45","19.575"
"2008","french_ligue_1","SM Caen","6.876","7.034"
"2008","french_ligue_1","Stade Rennais FC","12.6","10.755"
"2008","french_ligue_1","Valenciennes FC","7.02","9.18"
"2008","english_championship","Barnsley FC","2.106","0.729"
"2008","english_championship","Birmingham City","3.15","9.788"
"2008","english_championship","Blackpool FC","1.273","0.653"
"2008","english_championship","Bristol City","4.299","1.688"
"2008","english_championship","Burnley FC","3.627","4.05"
"2008","english_championship","Cardiff City","1.107","8.893"
"2008","english_championship","Charlton Athletic","1.143","5.941"
"2008","english_championship","Coventry City","3.51","1.107"
"2008","english_championship","Crystal Palace","3.619","5.4"
"2008","english_championship","Derby County","4.366","6.93"
"2008","english_championship","Doncaster Rovers","0.937","0"
"2008","english_championship","Ipswich Town","4.937","1.64"
"2008","english_championship","Norwich City","1.576","1.935"
"2008","english_championship","Nottingham Forest","5.06","1.445"
"2008","english_championship","Plymouth Argyle","1.973","2.25"
"2008","english_championship","Preston North End","0.81","0.608"
"2008","english_championship","Queens Park Rangers","3.625","1.396"
"2008","english_championship","Reading FC","2.484","15.21"
"2008","english_championship","Sheffield United","6.084","11.678"
"2008","english_championship","Sheffield Wednesday","0.09","0"
"2008","english_championship","Southampton FC","1.823","3.042"
"2008","english_championship","Swansea City","1.193","0"
"2008","english_championship","Watford FC","0.32","5.4"
"2008","english_championship","Wolverhampton Wanderers","8.026","6.39"
"2008","portugese_liga_nos","Académica Coimbra","0.558","2.003"
"2008","portugese_liga_nos","Belenenses SAD","0.499","2.115"
"2008","portugese_liga_nos","CD Nacional","0.612","1.8"
"2008","portugese_liga_nos","CD Trofense","0","0"
"2008","portugese_liga_nos","CF Estrela Amadora","0","0.72"
"2008","portugese_liga_nos","CS Marítimo","0","0"
"2008","portugese_liga_nos","FC Paços de Ferreira","0","1.62"
"2008","portugese_liga_nos","FC Porto","29.835","49.5"
"2008","portugese_liga_nos","Leixões SC","0.09","2.313"
"2008","portugese_liga_nos","Naval 1º de Maio","0","0.495"
"2008","portugese_liga_nos","Rio Ave FC","0","0.315"
"2008","portugese_liga_nos","SC Braga","1.917","0"
"2008","portugese_liga_nos","SL Benfica","23.41","6.84"
"2008","portugese_liga_nos","Sporting CP","8.685","0"
"2008","portugese_liga_nos","Vitória Guimarães SC","0.653","4.995"
"2008","portugese_liga_nos","Vitória Setúbal FC","0","0.585"
"2008","dutch_eredivisie","ADO Den Haag","0.968","1.62"
"2008","dutch_eredivisie","Ajax Amsterdam","30.83","34.065"
"2008","dutch_eredivisie","AZ Alkmaar","3.848","2.52"
"2008","dutch_eredivisie","De Graafschap Doetinchem","0.09","0.324"
"2008","dutch_eredivisie","FC Groningen","7.227","3.871"
"2008","dutch_eredivisie","FC Twente Enschede","7.29","15.03"
"2008","dutch_eredivisie","FC Utrecht","1.575","2.25"
"2008","dutch_eredivisie","FC Volendam","0","0"
"2008","dutch_eredivisie","Feyenoord Rotterdam","4.635","0"
"2008","dutch_eredivisie","Heracles Almelo","0.473","0"
"2008","dutch_eredivisie","NAC Breda","0.068","2.61"
"2008","dutch_eredivisie","NEC Nijmegen","0.324","5.355"
"2008","dutch_eredivisie","PSV Eindhoven","17.82","20.7"
"2008","dutch_eredivisie","Roda JC Kerkrade","0.464","0.36"
"2008","dutch_eredivisie","SC Heerenveen","8.195","22.595"
"2008","dutch_eredivisie","Sparta Rotterdam","0","5.63"
"2008","dutch_eredivisie","Vitesse Arnhem","0.9","1.71"
"2008","dutch_eredivisie","Willem II Tilburg","0.72","0.45"
"2008","russian_premier_liga","Amkar Perm","3.96","0.9"
"2008","russian_premier_liga","CSKA Moscow","8.37","27.09"
"2008","russian_premier_liga","Dinamo Moscow","6.93","31.77"
"2008","russian_premier_liga","FK Khimki","0.18","0.225"
"2008","russian_premier_liga","FK Moskau","8.24","11.855"
"2008","russian_premier_liga","FK Rostov","1.17","0.45"
"2008","russian_premier_liga","Krylya Sovetov Samara","1.44","0.675"
"2008","russian_premier_liga","Kuban Krasnodar","1.485","2.25"
"2008","russian_premier_liga","Lokomotiv Moscow","20.88","7.434"
"2008","russian_premier_liga","Rubin Kazan","11.745","1.08"
"2008","russian_premier_liga","Saturn Ramenskoe","1.71","4.419"
"2008","russian_premier_liga","Spartak Moscow","11.43","17.55"
"2008","russian_premier_liga","Spartak Nalchik","0","0.63"
"2008","russian_premier_liga","Terek Grozny","2.7","0"
"2008","russian_premier_liga","Tom Tomsk","1.224","0.45"
"2008","russian_premier_liga","Zenit St. Petersburg","45","19.17"
"2009","english_premier_league","Arsenal FC","10.8","42.93"
"2009","english_premier_league","Aston Villa","42.21","19.89"
"2009","english_premier_league","Birmingham City","18.05","0.36"
"2009","english_premier_league","Blackburn Rovers","11.952","32.985"
"2009","english_premier_league","Bolton Wanderers","10.8","1.8"
"2009","english_premier_league","Burnley FC","12.191","0.081"
"2009","english_premier_league","Chelsea FC","27.01","3.42"
"2009","english_premier_league","Everton FC","20.97","25.506"
"2009","english_premier_league","Fulham FC","6.395","0"
"2009","english_premier_league","Hull City","13.37","14.58"
"2009","english_premier_league","Liverpool FC","39.15","43.7"
"2009","english_premier_league","Manchester City","132.57","27.87"
"2009","english_premier_league","Manchester United","24.66","94.029"
"2009","english_premier_league","Portsmouth FC","9.504","46.85"
"2009","english_premier_league","Stoke City","23.45","5.85"
"2009","english_premier_league","Sunderland AFC","41.49","19.148"
"2009","english_premier_league","Tottenham Hotspur","36.27","28.53"
"2009","english_premier_league","West Ham United","19.485","37.17"
"2009","english_premier_league","Wigan Athletic","16.597","23.472"
"2009","english_premier_league","Wolverhampton Wanderers","17.505","0.783"
"2009","spanish_primera_division","Athletic Bilbao","2.115","0"
"2009","spanish_primera_division","Atlético Madrid","15.53","16.11"
"2009","spanish_primera_division","CA Osasuna","1.08","3.6"
"2009","spanish_primera_division","CD Tenerife","0.54","0"
"2009","spanish_primera_division","Deportivo de La Coruña","1.8","2.43"
"2009","spanish_primera_division","FC Barcelona","102.15","22.05"
"2009","spanish_primera_division","Getafe CF","11.025","10.26"
"2009","spanish_primera_division","Málaga CF","1.44","1.035"
"2009","spanish_primera_division","Racing Santander","5.4","7.65"
"2009","spanish_primera_division","RCD Espanyol Barcelona","5.22","5.13"
"2009","spanish_primera_division","RCD Mallorca","0.36","8.64"
"2009","spanish_primera_division","Real Madrid","232.65","79.65"
"2009","spanish_primera_division","Real Valladolid CF","6.013","8.55"
"2009","spanish_primera_division","Real Zaragoza","12.96","9.824"
"2009","spanish_primera_division","Sevilla FC","24.75","8.37"
"2009","spanish_primera_division","Sporting Gijón","1.26","2.97"
"2009","spanish_primera_division","UD Almería","4.68","6.75"
"2009","spanish_primera_division","Valencia CF","4.5","18.563"
"2009","spanish_primera_division","Villarreal CF","20.61","10.16"
"2009","spanish_primera_division","Xerez CD","0.45","0"
"2009","german_bundesliga_1","1. FC Köln","10.35","0.81"
"2009","german_bundesliga_1","1.FC Nuremberg","0.405","2.115"
"2009","german_bundesliga_1","1.FSV Mainz 05","3.241","0.18"
"2009","german_bundesliga_1","Bayer 04 Leverkusen","5.895","1.44"
"2009","german_bundesliga_1","Bayern Munich","68.13","20.655"
"2009","german_bundesliga_1","Borussia Dortmund","9.81","5.72"
"2009","german_bundesliga_1","Borussia Mönchengladbach","9.45","7.56"
"2009","german_bundesliga_1","Eintracht Frankfurt","1.125","0.54"
"2009","german_bundesliga_1","FC Schalke 04","7.74","4.32"
"2009","german_bundesliga_1","Hamburger SV","27.405","7.65"
"2009","german_bundesliga_1","Hannover 96","1.845","0.72"
"2009","german_bundesliga_1","Hertha BSC","4.059","7.695"
"2009","german_bundesliga_1","SC Freiburg","2.835","0.401"
"2009","german_bundesliga_1","SV Werder Bremen","11.7","29.138"
"2009","german_bundesliga_1","TSG 1899 Hoffenheim","14.625","0.203"
"2009","german_bundesliga_1","VfB Stuttgart","16.29","27.855"
"2009","german_bundesliga_1","VfL Bochum","1.89","0.225"
"2009","german_bundesliga_1","VfL Wolfsburg","24.57","3.06"
"2009","italian_serie_a","AC Milan","19.89","72.594"
"2009","italian_serie_a","AC Siena","13.41","24.48"
"2009","italian_serie_a","ACF Fiorentina","34.61","40.5"
"2009","italian_serie_a","AS Bari","17.222","1.61"
"2009","italian_serie_a","AS Livorno","2.043","6.12"
"2009","italian_serie_a","AS Roma","3.15","19.868"
"2009","italian_serie_a","Atalanta BC","10.35","19.638"
"2009","italian_serie_a","Bologna FC 1909","9.423","3.33"
"2009","italian_serie_a","Cagliari Calcio","7.875","0.945"
"2009","italian_serie_a","Calcio Catania","19.35","1.035"
"2009","italian_serie_a","Chievo Verona","1.71","3.51"
"2009","italian_serie_a","FC Internazionale","84.78","98.19"
"2009","italian_serie_a","Genoa CFC","70.87","58.005"
"2009","italian_serie_a","Juventus FC","53.37","12.87"
"2009","italian_serie_a","Parma FC","24.615","30.118"
"2009","italian_serie_a","SS Lazio","28.08","11.88"
"2009","italian_serie_a","SSC Napoli","49.64","4.275"
"2009","italian_serie_a","UC Sampdoria","7.875","13.395"
"2009","italian_serie_a","Udinese Calcio","16.5","32.67"
"2009","italian_serie_a","US Palermo","15.57","11.511"
"2009","french_ligue_1","AJ Auxerre","1.35","4.23"
"2009","french_ligue_1","AS Monaco","8.91","5.468"
"2009","french_ligue_1","AS Nancy-Lorraine","5.13","5.04"
"2009","french_ligue_1","AS Saint-Étienne","17.55","12.96"
"2009","french_ligue_1","FC Girondins Bordeaux","25.65","9.9"
"2009","french_ligue_1","FC Lorient","6.3","8.55"
"2009","french_ligue_1","FC Sochaux-Montbéliard","6.75","9.18"
"2009","french_ligue_1","FC Toulouse","5.4","10.755"
"2009","french_ligue_1","Grenoble Foot 38","3.24","0"
"2009","french_ligue_1","HSC Montpellier","0","0"
"2009","french_ligue_1","Le Mans Union Club 72","2.37","9.45"
"2009","french_ligue_1","LOSC Lille","7.74","16.875"
"2009","french_ligue_1","OGC Nice","3.15","1.305"
"2009","french_ligue_1","Olympique Lyon","73.53","47.7"
"2009","french_ligue_1","Olympique Marseille","38.07","25.02"
"2009","french_ligue_1","Paris Saint-Germain","13.95","5.67"
"2009","french_ligue_1","RC Lens","4.455","2.7"
"2009","french_ligue_1","Stade Rennais FC","13.14","12.422"
"2009","french_ligue_1","US Boulogne","1.832","1.94"
"2009","french_ligue_1","Valenciennes FC","4.91","0.45"
"2009","english_championship","Barnsley FC","2.105","0.631"
